time_normalized,blue,orange
0.5850121,0.5117057,0.2324415
0.5858179,0.5117057,0.2324415
0.5866237,0.5117057,0.2324415
0.5874295,0.5117057,0.2324415
0.5882353,0.5117057,0.2324415
0.5890411,0.5117057,0.2324415
0.5898469,0.5117057,0.2324415
0.5906527,0.5117057,0.2324415
0.5914585,0.5117057,0.2324415
0.5922643,0.5117057,0.2324415
0.5930701,0.5117057,0.2324415
0.5938759,0.5117057,0.2324415
0.5946817,0.5117057,0.2324415
0.5954875,0.5044593,0.2324415
0.5962933,0.4972129,0.2324415
0.5970991,0.4972129,0.2263099
0.5979049,0.4972129,0.2251951
0.5987107,0.4972129,0.2179487
0.5995165,0.4972129,0.2179487
0.6003223,0.4972129,0.2179487
0.6011281,0.4972129,0.2179487
0.6019339,0.4894091,0.2101449
0.6027397,0.4894091,0.2095875
0.6035455,0.4816054,0.2023411
0.6043513,0.4816054,0.2023411
0.6051571,0.4816054,0.2023411
0.6059629,0.4816054,0.2023411
0.6067687,0.4816054,0.2023411
0.6075745,0.4816054,0.2023411
0.6083803,0.4894091,0.2101449
0.6091861,0.4972129,0.2107023
0.6099919,0.4972129,0.2179487
0.6107977,0.4972129,0.2179487
0.6116035,0.4972129,0.2107023
0.6124093,0.4972129,0.2112598
0.6132151,0.4972129,0.2034560
0.6140210,0.4972129,0.2034560
0.6148268,0.4972129,0.2040134
0.6156326,0.4972129,0.2040134
0.6164384,0.4972129,0.2034560
0.6172442,0.4972129,0.2034560
0.6180500,0.4972129,0.2034560
0.6188558,0.4972129,0.2034560
0.6196616,0.4894091,0.1950948
0.6204674,0.4816054,0.1945373
0.6212732,0.4816054,0.1861761
0.6220790,0.4816054,0.1861761
0.6228848,0.4816054,0.1861761
0.6236906,0.4816054,0.1861761
0.6244964,0.4816054,0.1861761
0.6253022,0.4816054,0.1861761
0.6261080,0.4816054,0.1861761
0.6269138,0.4816054,0.1861761
0.6277196,0.4816054,0.1861761
0.6285254,0.4816054,0.1934225
0.6293312,0.4816054,0.2012263
0.6301370,0.4816054,0.2010405
0.6309428,0.4816054,0.2008547
0.6317486,0.4816054,0.2006689
0.6325544,0.4816054,0.2012263
0.6333602,0.4816054,0.2006689
0.6341660,0.4816054,0.2006689
0.6349718,0.4816054,0.2006689
0.6357776,0.4816054,0.2006689
0.6365834,0.4816054,0.2006689
0.6373892,0.4816054,0.2012263
0.6381950,0.4816054,0.2010405
0.6390008,0.4816054,0.2008547
0.6398066,0.4816054,0.2006689
0.6406124,0.4816054,0.2012263
0.6414182,0.4816054,0.1928651
0.6422240,0.4816054,0.1928651
0.6430298,0.4743590,0.1778149
0.6438356,0.4738016,0.1778149
0.6446414,0.4671126,0.1705686
0.6454472,0.4671126,0.1705686
0.6462530,0.4671126,0.1705686
0.6470588,0.4671126,0.1744705
0.6478646,0.4749164,0.1783724
0.6486704,0.4760312,0.1794872
0.6494762,0.4827202,0.1861761
0.6502820,0.4760312,0.1861761
0.6510878,0.4754738,0.1861761
0.6518936,0.4682274,0.1861761
0.6526994,0.4682274,0.1861761
