time_normalized,blue,orange
0.0721088,0.4556452,0.1791475
0.0727891,0.4493088,0.1791475
0.0734694,0.4493088,0.1791475
0.0741497,0.4493088,0.1791475
0.0748299,0.4516129,0.1791475
0.0755102,0.4562212,0.1791475
0.0761905,0.4556452,0.1791475
0.0768707,0.4556452,0.1791475
0.0775510,0.4625576,0.1791475
0.0782313,0.4619816,0.1791475
0.0789116,0.4625576,0.1791475
0.0795918,0.4625576,0.1791475
0.0802721,0.4625576,0.1791475
0.0809524,0.4625576,0.1791475
0.0816327,0.4625576,0.1791475
0.0823129,0.4625576,0.1791475
0.0829932,0.4688940,0.1791475
0.0836735,0.4700461,0.1791475
0.0843537,0.4758065,0.1791475
0.0850340,0.4758065,0.1797235
0.0857143,0.4758065,0.1866359
0.0863946,0.4763825,0.1929724
0.0870748,0.4758065,0.1929724
0.0877551,0.4758065,0.1929724
0.0884354,0.4758065,0.1929724
0.0891156,0.4758065,0.1929724
0.0897959,0.4763825,0.1929724
0.0904762,0.4832949,0.1929724
0.0911565,0.4907834,0.1929724
0.0918367,0.4907834,0.1929724
0.0925170,0.4907834,0.1929724
0.0931973,0.4907834,0.1929724
0.0938776,0.4907834,0.1929724
0.0945578,0.4907834,0.1929724
0.0952381,0.4907834,0.1929724
0.0959184,0.4907834,0.1929724
0.0965986,0.4907834,0.1929724
0.0972789,0.4907834,0.1929724
0.0979592,0.4907834,0.1929724
0.0986395,0.4907834,0.1929724
0.0993197,0.4907834,0.1929724
0.1000000,0.4976959,0.1929724
0.1006803,0.4982719,0.1929724
0.1013605,0.5051843,0.1929724
0.1020408,0.5051843,0.1929724
0.1027211,0.5051843,0.1975806
0.1034014,0.5109447,0.1998848
0.1040816,0.5120968,0.2073733
0.1047619,0.5184332,0.2073733
0.1054422,0.5184332,0.2073733
0.1061224,0.5118088,0.2073733
0.1068027,0.5051843,0.2073733
0.1074830,0.5023041,0.2073733
0.1081633,0.4988479,0.2073733
0.1088435,0.4988479,0.2073733
0.1095238,,0.2073733
0.1102041,,0.2073733
0.1108844,,0.2073733
0.1115646,,0.2073733
0.1122449,,0.2073733
0.1129252,,0.2073733
0.1136054,,0.2073733
0.1142857,,0.2073733
0.1149660,,0.2073733
0.1156463,,0.2073733
0.1163265,,0.2073733
0.1170068,0.5126728,0.2073733
0.1176871,0.5207373,0.2073733
0.1183673,0.5345622,0.2073733
0.1190476,0.5276498,0.2073733
0.1197279,0.5207373,0.2073733
0.1204082,0.5207373,0.2073733
0.1210884,0.5207373,0.2073733
0.1217687,0.5207373,0.2073733
0.1224490,0.5207373,0.2073733
0.1231293,0.5207373,0.2073733
0.1238095,0.5207373,0.2073733
0.1244898,0.5138249,0.2073733
0.1251701,0.5138249,0.2073733
0.1258503,0.5135369,0.2073733
0.1265306,0.5132488,0.2073733
0.1272109,0.5195853,0.2073733
0.1278912,0.5195853,0.2073733
0.1285714,0.5195853,0.2073733
0.1292517,0.5195853,0.2073733
0.1299320,0.5195853,0.2073733
0.1306122,0.5195853,0.2073733
0.1312925,0.5195853,0.2073733
0.1319728,0.5195853,0.2073733
0.1326531,0.5195853,0.2073733
0.1333333,0.5195853,0.2073733
0.1340136,0.5195853,0.2073733
0.1346939,0.5195853,0.2073733
0.1353741,0.5195853,0.2073733
0.1360544,0.5195853,0.2073733
0.1367347,0.5195853,0.2067972
0.1374150,0.5195853,0.2004608
0.1380952,0.5195853,0.1941244
0.1387755,0.5334101,0.1935484
0.1394558,0.5414747,0.1935484
0.1401361,0.5408986,0.1935484
0.1408163,0.5345622,0.1935484
0.1414966,0.5345622,0.1935484
0.1421769,0.5345622,0.1935484
0.1428571,0.5345622,0.1935484
0.1435374,0.5345622,0.1935484
0.1442177,0.5345622,0.1935484
0.1448980,0.5270737,0.1866359
0.1455782,0.5264977,0.1860599
0.1462585,0.5195853,0.1791475
0.1469388,0.5270737,0.1791475
0.1476190,0.5345622,0.1791475
0.1482993,0.5345622,0.1791475
0.1489796,0.5345622,0.1791475
0.1496599,0.5345622,0.1791475
0.1503401,0.5345622,0.1791475
0.1510204,0.5345622,0.1791475
0.1517007,0.5345622,0.1791475
0.1523810,0.5345622,0.1791475
0.1530612,0.5345622,0.1791475
0.1537415,0.5345622,0.1791475
0.1544218,0.5345622,0.1791475
0.1551020,0.5345622,0.1791475
0.1557823,0.5472350,0.1854839
0.1564626,0.5599078,0.1866359
0.1571429,0.5524194,0.1929724
0.1578231,0.5518433,0.1929724
0.1585034,0.5449309,0.1929724
0.1591837,0.5449309,0.1929724
0.1598639,0.5449309,0.1929724
0.1605442,0.5449309,0.1860599
0.1612245,0.5380184,0.1849078
0.1619048,0.5380184,0.1779954
0.1625850,,0.1779954
0.1632653,,0.1779954
0.1639456,,0.1779954
0.1646259,,0.1779954
0.1653061,,0.1779954
0.1659864,,0.1779954
0.1666667,,0.1779954
0.1673469,,0.1779954
0.1680272,,0.1779954
0.1687075,,0.1779954
0.1693878,,0.1779954
0.1700680,,0.1779954
0.1707483,0.5541475,0.1779954
0.1714286,0.5541475,0.1779954
0.1721088,0.5610599,0.1779954
0.1727891,0.5610599,0.1779954
0.1734694,0.5610599,0.1779954
0.1741497,0.5610599,0.1779954
0.1748299,0.5610599,0.1779954
0.1755102,0.5610599,0.1779954
0.1761905,0.5610599,0.1779954
0.1768707,0.5610599,0.1779954
0.1775510,0.5610599,0.1779954
0.1782313,0.5610599,0.1779954
0.1789116,0.5610599,0.1728111
0.1795918,0.5673963,0.1722350
0.1802721,0.5679724,0.1658986
0.1809524,0.5748848,0.1658986
0.1816327,0.5748848,0.1658986
0.1823129,0.5748848,0.1658986
0.1829932,0.5748848,0.1658986
0.1836735,0.5748848,0.1658986
0.1843537,0.5748848,0.1658986
0.1850340,0.5748848,0.1658986
0.1857143,0.5748848,0.1728111
0.1863946,0.5812212,0.1791475
0.1870748,0.5817972,0.1791475
0.1877551,0.5881336,0.1860599
0.1884354,0.5881336,0.1929724
0.1891156,0.5881336,0.1998848
0.1897959,0.5881336,0.2021889
0.1904762,0.5881336,0.2073733
0.1911565,0.5881336,0.2004608
0.1918367,0.5956221,0.1923963
0.1925170,0.6036866,0.1826037
0.1931973,0.6036866,0.1791475
0.1938776,0.6036866,0.1791475
0.1945578,0.6036866,0.1728111
0.1952381,0.6036866,0.1728111
0.1959184,0.6036866,0.1658986
0.1965986,0.6036866,0.1658986
0.1972789,0.6036866,0.1658986
0.1979592,0.6036866,0.1658986
0.1986395,0.6036866,0.1658986
0.1993197,0.6036866,0.1658986
0.2000000,0.6036866,0.1658986
0.2006803,0.6100230,0.1658986
0.2013605,0.6111751,0.1658986
0.2020408,0.6163594,0.1658986
0.2027211,0.6163594,0.1658986
0.2034014,0.6169355,0.1658986
0.2040816,0.6169355,0.1658986
0.2047619,0.6169355,0.1658986
0.2054422,0.6163594,0.1658986
0.2061224,0.6163594,0.1658986
0.2068027,0.6169355,0.1658986
0.2074830,0.6163594,0.1658986
0.2081633,0.6226959,0.1658986
0.2088435,0.6244240,0.1658986
0.2095238,0.6307604,0.1658986
0.2102041,0.6307604,0.1658986
0.2108844,0.6307604,0.1658986
0.2115646,0.6307604,0.1658986
0.2122449,0.6370968,0.1658986
0.2129252,0.6376728,0.1589862
0.2136054,0.6451613,0.1526498
0.2142857,0.6451613,0.1526498
0.2149660,0.6474654,0.1526498
0.2156463,0.6497696,0.1526498
0.2163265,0.6520737,0.1526498
0.2170068,0.6526498,0.1526498
0.2176871,0.6595622,0.1526498
0.2183673,0.6595622,0.1526498
0.2190476,0.6595622,0.1589862
0.2197279,0.6595622,0.1601382
0.2204082,0.6595622,0.1670507
0.2210884,0.6658986,0.1670507
0.2217687,0.6679147,0.1739631
0.2224490,0.6699309,0.1826037
0.2231293,0.6719470,0.1947005
0.2238095,0.6739631,0.2027650
0.2244898,0.6808756,0.2027650
0.2251701,0.6808756,0.1964286
0.2258503,0.6808756,0.2027650
0.2265306,0.6877880,0.2033410
0.2272109,0.6705069,0.2160138
0.2278912,0.6699309,0.2165899
0.2285714,0.6751152,0.2235023
0.2292517,0.6751152,0.2235023
0.2299320,0.6699309,0.2235023
0.2306122,0.6676267,0.2235023
0.2312925,0.6831797,0.2235023
0.2319728,0.6831797,0.2304147
0.2326531,0.6751152,0.2304147
0.2333333,0.6733871,0.2373272
0.2340136,0.6802995,0.2373272
0.2346939,0.6797235,0.2373272
0.2353741,0.6762673,0.2373272
0.2360544,0.6837558,0.2373272
0.2367347,0.6947005,0.2511521
0.2374150,0.6952765,0.2523041
0.2380952,0.7010369,0.2655530
0.2387755,0.6998848,0.2649770
0.2394558,0.6975806,0.2655530
0.2401361,0.6929724,0.2655530
0.2408163,0.6854839,0.2586406
0.2414966,0.7016129,0.2586406
0.2421769,0.6975806,0.2523041
0.2428571,0.6820276,0.2586406
0.2435374,0.6745392,0.2597926
0.2442177,0.6601382,0.2586406
0.2448980,0.6618664,0.2586406
0.2455782,0.6774194,0.2592166
0.2462585,0.6854839,0.2655530
0.2469388,0.6975806,0.2655530
0.2476190,0.6970046,0.2649770
0.2482993,0.6970046,0.2695853
0.2489796,0.6987327,0.2730415
0.2496599,0.6981567,0.2799539
0.2503401,0.6970046,0.2799539
0.2510204,0.6981567,0.2799539
0.2517007,0.6987327,0.2799539
0.2523810,0.6993088,0.2874424
0.2530612,0.7102535,0.2880184
0.2537415,0.7027650,0.2949309
0.2544218,0.7027650,0.3012673
0.2551020,0.7258065,0.3018433
0.2557823,0.7309908,0.3081797
0.2564626,0.7229263,0.3081797
0.2571429,0.7292627,0.3150922
0.2578231,0.7286866,0.3231567
0.2585034,0.7160138,0.3289171
0.2591837,0.7131336,0.3294931
0.2598639,0.7091014,0.3358295
0.2605442,0.7079493,0.3358295
0.2612245,0.7108295,0.3358295
0.2619048,0.7033410,0.3358295
0.2625850,0.7079493,0.3358295
0.2632653,0.7114055,0.3358295
0.2639456,0.7050691,0.3433180
0.2646259,0.7206221,0.3496544
0.2653061,0.7154378,0.3640553
0.2659864,0.7039171,0.3738479
0.2666667,0.7131336,0.3842166
0.2673469,0.7160138,0.3945853
0.2680272,0.7171659,0.3980415
0.2687075,0.7056452,0.4107143
0.2693878,0.7067972,0.4107143
0.2700680,0.7269585,0.4279954
0.2707483,0.7344470,0.4314516
0.2714286,0.7402074,0.4245392
0.2721088,0.7321429,0.4153226
0.2727891,0.7304147,0.4014977
0.2734694,0.6923963,0.4003456
0.2741497,0.6710829,0.3997696
0.2748299,0.6630184,0.3922811
0.2755102,0.6866359,0.4066820
0.2761905,0.6941244,0.3997696
0.2768707,0.7137097,0.3997696
0.2775510,0.7154378,0.4078341
0.2782313,0.7131336,0.4084101
0.2789116,0.7165899,0.4095622
0.2795918,0.7119816,0.4066820
0.2802721,0.7091014,0.4130184
0.2809524,0.6964286,0.4164747
0.2816327,0.6941244,0.4199309
0.2823129,0.6993088,0.4233871
0.2829932,0.7073733,0.4268433
0.2836735,0.7085253,0.4274194
0.2843537,0.7137097,0.4337558
0.2850340,0.6941244,0.4337558
0.2857143,0.6906682,0.4337558
0.2863946,0.7004608,0.4400922
0.2870748,0.6947005,0.4406682
0.2877551,0.6849078,0.4452765
0.2884354,0.6854839,0.4400922
0.2891156,0.6964286,0.4458525
0.2897959,0.7142857,0.4521889
0.2904762,0.7091014,0.4660138
0.2911565,0.6889401,0.4804147
0.2918367,0.6918203,0.4781106
0.2925170,0.6929724,0.4671659
0.2931973,0.6849078,0.4677419
0.2938776,0.6791475,0.4735023
0.2945578,0.6762673,0.4671659
0.2952381,0.6831797,0.4671659
0.2959184,0.6889401,0.4804147
0.2965986,0.6958525,0.4809908
0.2972789,0.6941244,0.4809908
0.2979592,0.6854839,0.5034562
0.2986395,0.6849078,0.5034562
0.2993197,0.6745392,0.5109447
0.3000000,0.6814516,0.5184332
0.3006803,0.6814516,0.5167051
0.3013605,0.6964286,0.5184332
0.3020408,0.6987327,0.5190092
0.3027211,0.7004608,0.5334101
0.3034014,0.6964286,0.5472350
0.3040816,0.6895161,0.5472350
0.3047619,0.6987327,0.5472350
0.3054422,0.7137097,0.5541475
0.3061224,0.7062212,0.5599078
0.3068027,0.7021889,0.5466590
0.3074830,0.7050691,0.5472350
0.3081633,0.7102535,0.5547235
0.3088435,0.7119816,0.5610599
0.3095238,0.7067972,0.5685484
0.3102041,0.7148618,0.5823733
0.3108844,0.7114055,0.5887097
0.3115646,0.7252304,0.5944700
0.3122449,0.7240783,0.6008065
0.3129252,0.7217742,0.6134793
0.3136054,0.7315668,0.6140553
0.3142857,0.7390553,0.6140553
0.3149660,0.7361751,0.6129032
0.3156463,0.7367512,0.6129032
0.3163265,0.7425115,0.6123272
0.3170068,0.7425115,0.6152074
0.3176871,0.7442396,0.6209677
0.3183673,0.7436636,0.6192396
0.3190476,0.7517281,0.6186636
0.3197279,0.7448157,0.6255760
0.3204082,0.7442396,0.6324885
0.3210884,0.7574885,0.6394009
0.3217687,0.7505760,0.6417051
0.3224490,0.7476959,0.6463134
0.3231293,0.7523041,0.6468894
0.3238095,0.7534562,0.6532258
0.3244898,0.7580645,0.6595622
0.3251701,0.7517281,0.6595622
0.3258503,0.7724654,0.6653226
0.3265306,0.7782258,0.6664747
0.3272109,0.7747696,0.6728111
0.3278912,0.7620968,0.6728111
0.3285714,0.7661290,0.6728111
0.3292517,0.7782258,0.6728111
0.3299320,0.7811060,0.6733871
0.3306122,0.8006912,0.6802995
0.3312925,0.7903226,0.6802995
0.3319728,0.7828341,0.6797235
0.3326531,0.7932028,0.6802995
0.3333333,0.7966590,0.6866359
0.3340136,0.7920507,0.6895161
0.3346939,0.7943548,0.6929724
0.3353741,0.8018433,0.6993088
0.3360544,0.7955069,0.6993088
0.3367347,0.7903226,0.6993088
0.3374150,0.8064516,0.6993088
0.3380952,0.8076037,0.6998848
0.3387755,0.8081797,0.7062212
0.3394558,0.8087558,0.7067972
0.3401361,0.8197005,0.7131336
0.3408163,0.8294931,0.7131336
0.3414966,0.8323733,0.7200461
0.3421769,0.8225806,0.7263825
0.3428571,0.8271889,0.7263825
0.3435374,0.8289171,0.7327189
0.3442177,0.8277650,0.7332949
0.3448980,0.8243088,0.7396313
0.3455782,0.8283410,0.7396313
0.3462585,0.8404378,0.7396313
0.3469388,0.8317972,0.7471198
0.3476190,0.8220046,0.7465438
0.3482993,0.8289171,0.7465438
0.3489796,0.8444700,0.7453917
0.3496599,0.8502304,0.7517281
0.3503401,0.8277650,0.7517281
0.3510204,0.8283410,0.7517281
0.3517007,0.8294931,0.7517281
0.3523810,0.8392857,0.7580645
0.3530612,0.8410138,0.7586406
0.3537415,0.8519585,0.7609447
0.3544218,0.8502304,0.7632488
0.3551020,0.8571429,0.7655530
0.3557823,0.8427419,0.7678571
0.3564626,0.8467742,0.7701613
0.3571429,0.8542627,0.7724654
0.3578231,0.8415899,0.7724654
0.3585034,0.8415899,0.7724654
0.3591837,0.8490783,0.7788018
0.3598639,0.8542627,0.7788018
0.3605442,0.8571429,0.7788018
0.3612245,0.8531106,0.7851382
0.3619048,0.8634793,0.7857143
0.3625850,0.8571429,0.7857143
0.3632653,0.8571429,0.7862903
0.3639456,0.8548387,0.7937788
0.3646259,0.8536866,0.7937788
0.3653061,0.8508065,0.7937788
0.3659864,0.8617512,0.8001152
0.3666667,0.8657834,0.8006912
0.3673469,0.8646313,0.8070276
0.3680272,0.8709677,0.8070276
0.3687075,0.8721198,0.8006912
0.3693878,0.8882488,0.8006912
0.3700680,0.8813364,0.8070276
0.3707483,0.8796083,0.8070276
0.3714286,0.8813364,0.8070276
0.3721088,0.8755760,0.8070276
0.3727891,0.8773041,0.8070276
0.3734694,0.8784562,0.8070276
0.3741497,0.8726959,0.8070276
0.3748299,0.8784562,0.8070276
0.3755102,0.8732719,0.8070276
0.3761905,0.8801843,0.8070276
0.3768707,0.8796083,0.8139401
0.3775510,0.8675115,0.8139401
0.3782313,0.8657834,0.8145161
0.3789116,0.8755760,0.8150922
0.3795918,0.8830645,0.8173963
0.3802721,0.8940092,0.8225806
0.3809524,0.8957373,0.8225806
0.3816327,0.8853687,0.8225806
0.3823129,0.8686636,0.8225806
0.3829932,0.8698157,0.8289171
0.3836735,0.8790323,0.8294931
0.3843537,0.8773041,0.8289171
0.3850340,0.8686636,0.8294931
0.3857143,0.8744240,0.8289171
0.3863946,0.8991935,0.8294931
0.3870748,0.8986175,0.8358295
0.3877551,0.8761521,0.8358295
0.3884354,0.8796083,0.8358295
0.3891156,0.8709677,0.8352535
0.3897959,0.8703917,0.8358295
0.3904762,0.8836406,0.8358295
0.3911565,0.8842166,0.8358295
0.3918367,0.8790323,0.8369816
0.3925170,0.8899770,0.8427419
0.3931973,0.8905530,0.8421659
0.3938776,0.8824885,0.8358295
0.3945578,0.8726959,0.8421659
0.3952381,0.8790323,0.8427419
0.3959184,0.8940092,0.8433180
0.3965986,0.8824885,0.8410138
0.3972789,0.8773041,0.8375576
0.3979592,0.8767281,0.8444700
0.3986395,0.8911290,0.8447581
0.3993197,0.8813364,0.8450461
0.4000000,0.8784562,0.8444700
0.4006803,0.8928571,0.8381336
0.4013605,0.8905530,0.8300691
0.4020408,0.8744240,0.8306452
0.4027211,0.8738479,0.8312212
0.4034014,0.8911290,0.8444700
0.4040816,0.8905530,0.8444700
0.4047619,0.9020737,0.8456221
0.4054422,0.9014977,0.8482719
0.4061224,0.8968894,0.8509217
0.4068027,0.8905530,0.8535714
0.4074830,0.8882488,0.8562212
0.4081633,0.9014977,0.8588710
0.4088435,0.9158986,0.8657834
0.4095238,0.8951613,0.8721198
0.4102041,0.8991935,0.8588710
0.4108844,0.8968894,0.8519585
0.4115646,0.8744240,0.8444700
0.4122449,0.8790323,0.8450461
0.4129252,0.8778802,0.8444700
0.4136054,0.8750000,0.8415899
0.4142857,0.8836406,0.8439763
0.4149660,0.8980415,0.8463627
0.4156463,0.9061060,0.8487492
0.4163265,0.8905530,0.8511356
0.4170068,0.8922811,0.8535221
0.4176871,0.8830645,0.8559085
0.4183673,0.8790323,0.8582949
0.4190476,0.8865207,0.8577189
0.4197279,0.8796083,0.8508065
0.4204082,0.8813364,0.8502304
0.4210884,0.8796083,0.8502304
0.4217687,0.8928571,0.8502304
0.4224490,0.8899770,0.8565668
0.4231293,0.8778802,0.8565668
0.4238095,0.8790323,0.8508065
0.4244898,0.8940092,0.8502304
0.4251701,0.8842166,0.8502304
0.4258503,0.8773041,0.8502304
0.4265306,0.8761521,0.8565668
0.4272109,0.8767281,0.8548387
0.4278912,0.8778802,0.8565668
0.4285714,0.8709677,0.8582949
0.4292517,0.8790323,0.8588710
0.4299320,0.8796083,0.8594470
0.4306122,0.8796083,0.8582949
0.4312925,0.8663594,0.8548387
0.4319728,0.8721198,0.8652074
0.4326531,0.8813364,0.8652074
0.4333333,0.8744240,0.8652074
0.4340136,0.8709677,0.8582949
0.4346939,0.8767281,0.8571429
0.4353741,0.8773041,0.8559908
0.4360544,0.8715438,0.8559908
0.4367347,0.8709677,0.8565668
0.4374150,0.8773041,0.8559908
0.4380952,0.8726959,0.8571429
0.4387755,0.8634793,0.8502304
0.4394558,0.8692396,0.8502304
0.4401361,0.8600230,0.8502304
0.4408163,0.8692396,0.8450461
0.4414966,0.8594470,0.8444700
0.4421769,0.8548387,0.8460829
0.4428571,0.8502304,0.8476959
0.4435374,0.8496544,0.8493088
0.4442177,0.8536866,0.8509217
0.4448980,0.8588710,0.8525346
0.4455782,0.8433180,0.8490783
0.4462585,0.8582949,0.8456221
0.4469388,0.8663594,0.8461982
0.4476190,0.8582949,0.8467742
0.4482993,0.8548387,0.8346774
0.4489796,0.8531106,0.8352535
0.4496599,0.8565668,0.8358295
0.4503401,0.8548387,0.8364055
0.4510204,0.8536866,0.8364055
0.4517007,0.8559908,0.8375576
0.4523810,0.8548387,0.8375576
0.4530612,0.8536866,0.8369816
0.4537415,0.8531106,0.8364055
0.4544218,0.8473502,0.8433180
0.4551020,0.8559908,0.8364055
0.4557823,0.8554147,0.8346774
0.4564626,0.8502304,0.8346774
0.4571429,0.8312212,0.8485023
0.4578231,0.8456221,0.8306452
0.4585034,0.8461982,0.8346774
0.4591837,0.8248848,0.8364055
0.4598639,0.8260369,0.8364055
0.4605442,0.8473502,0.8271889
0.4612245,0.8410138,0.8185484
0.4619048,0.8404378,0.8191244
0.4625850,0.8392857,0.8191244
0.4632653,0.8369816,0.8156682
0.4639456,0.8421659,0.8323733
0.4646259,0.8294931,0.8398618
0.4653061,0.8225806,0.8335253
0.4659864,0.8220046,0.8387097
0.4666667,0.8323733,0.8467742
0.4673469,0.8375576,0.8605991
0.4680272,0.8369816,0.8548387
0.4687075,0.8214286,0.8461982
0.4693878,0.8208525,0.8438940
0.4700680,0.8156682,0.8277650
0.4707483,0.8162442,0.8277650
0.4714286,0.8168203,0.8283410
0.4721088,0.8104839,0.8289171
0.4727891,0.8145161,0.8254608
0.4734694,0.8335253,0.8279090
0.4741497,0.8341014,0.8303571
0.4748299,0.8214286,0.8328053
0.4755102,0.8133641,0.8352535
0.4761905,0.8133641,0.8289171
0.4768707,0.8104839,0.8266129
0.4775510,0.8176843,0.8035714
0.4782313,0.8248848,0.8035714
0.4789116,0.8018433,0.8145161
0.4795918,0.8024194,0.8156682
0.4802721,0.8029954,0.8156682
0.4809524,0.8058756,0.8225806
0.4816327,0.8093318,0.8225806
0.4823129,0.7989631,0.8150922
0.4829932,0.7983871,0.8139401
0.4836735,0.7995392,0.8139401
0.4843537,0.8001152,0.8173963
0.4850340,0.8076037,0.8191244
0.4857143,0.7932028,0.8122120
0.4863946,0.7937788,0.8208525
0.4870748,0.7949309,0.8225806
0.4877551,0.8018433,0.8306452
0.4884354,0.7903226,0.8139401
0.4891156,0.7908986,0.8116359
0.4897959,0.7880184,0.8110599
0.4904762,0.7868664,0.8110599
0.4911565,0.7845622,0.8104839
0.4918367,0.7816820,0.8052995
0.4925170,0.7834101,0.8006912
0.4931973,0.7661290,0.7897465
0.4938776,0.7661290,0.7839862
0.4945578,0.7707373,0.7908986
0.4952381,0.7776498,0.7908986
0.4959184,0.7799539,0.7983871
0.4965986,0.7730415,0.7972350
0.4972789,0.7736175,0.7978111
0.4979592,0.7713134,0.7949309
0.4986395,0.7684332,0.7943548
0.4993197,0.7730415,0.7943548
0.5000000,0.7718894,0.7926267
0.5006803,0.7707373,0.7908986
0.5013605,0.7655530,0.7903226
0.5020408,0.7574885,0.7897465
0.5027211,0.7609447,0.7897465
0.5034014,0.7592166,0.7955069
0.5040816,0.7586406,0.7903226
0.5047619,0.7511521,0.7914747
0.5054422,0.7505760,0.7920507
0.5061224,0.7500000,0.7839862
0.5068027,0.7453917,0.7834101
0.5074830,0.7476959,0.7903226
0.5081633,0.7471198,0.7897465
0.5088435,0.7448157,0.7891705
0.5095238,0.7355991,0.7897465
0.5102041,0.7419355,0.7955069
0.5108844,0.7419355,0.7891705
0.5115646,0.7442396,0.7903226
0.5122449,0.7390553,0.7908986
0.5129252,0.7361751,0.7903226
0.5136054,0.7286866,0.7834101
0.5142857,0.7355991,0.7834101
0.5149660,0.7286866,0.7834101
0.5156463,0.7292627,0.7834101
0.5163265,0.7361751,0.7834101
0.5170068,0.7327189,0.7834101
0.5176871,0.7361751,0.7834101
0.5183673,0.7361751,0.7834101
0.5190476,0.7258065,0.7834101
0.5197279,0.7229263,0.7753456
0.5204082,0.7160138,0.7747696
0.5210884,0.7079493,0.7741935
0.5217687,0.7079493,0.7667051
0.5224490,0.7073733,0.7592166
0.5231293,0.7148618,0.7574885
0.5238095,0.7160138,0.7586406
0.5244898,0.7091014,0.7713134
0.5251701,0.7165899,0.7724654
0.5258503,0.7160138,
0.5265306,0.7073733,
0.5272109,0.7091014,
0.5278912,0.7096774,
0.5285714,0.7096774,
0.5292517,0.6952765,
0.5299320,0.7039171,
0.5306122,0.7016129,
0.5312925,0.6872120,
0.5319728,0.6872120,
0.5326531,0.6929724,
0.5333333,0.6970046,
0.5340136,0.6958525,
